"symbol","name","exchange","cik"
"JST","JINPAN INTL","AMEX","1053008"
"JKA","JK ACQUISITION","AMEX","0001328208"
"KBE","KBW BANK ETF","AMEX","1201627"
"KCE","KBW CAPITAL MARKETS ETF","AMEX","1181997"
"KIE","KBW INSURANCE ETF","AMEX","1285113"
"KRE","KBW REGIONAL BANKING ETF","AMEX","1064642"
"KBX","KIMBER RESOURCES","AMEX","1294662"
"KHK","KITTY HAWK ORD","AMEX","0000932110"
"KOG","KODIAK OIL GAS ORD","AMEX","1322866"
"KSW","KSW INC","AMEX","0001004125"
"LB","LA BARGE INC","AMEX","0001195952"
"LTS","LADENBURG THAL","AMEX","0001029730"
"LCI","LANNETT COMPANY","AMEX","0000057725"
"LPA","LAPOLLA INDUSTRS","AMEX","0000875296"
"LAQ","LATIN AM EQ","AMEX","862599"
"AID","LAW ENFORCEMENT ORD","AMEX","1165921"
"LKI","LAZARE KAPLAN","AMEX","0000202375"
"LGL","LGL GROUP","AMEX","0001007483"
"LMZ","LMS MEDICAL","AMEX","1286455"
"LGN","LODGIAN INC","AMEX","0001066138"
"LRP","LORUS THERAPEUTICS ORD","AMEX","0000882361"
"LXU","LSB INDUSTRIES","AMEX","0000060714"
"LMC","LUNDIN MINING ORD","AMEX","0001377085"
"NGX","MA TX FREE ADVTG","AMEX","1196366"
"GII","MACQUARIE GLBL INFRASTRUCTRE 100 ETF","AMEX","1009891"
"MCZ","MAD CATZ INTRACT ORD","AMEX","0001088162"
"MAM","MAINE MARITIME ORD","AMEX","0001222497"
"MHJ","MAN SANG HLDGS ORD","AMEX","807630"
"MHA","MANHATTAN PHARM ORD","AMEX","0001001316"
"MAQ","MARATHON ACQUISITION ORD","AMEX","1361652"
"EVX","MARKET VECTORS ENVIRONMENTL INDX ETF","AMEX","0001120913"
"GDX","MARKET VECTORS GOLD MINERS ETF","AMEX","1137360"
"SLX","MARKET VECTORS STEEL INDEX ETF","AMEX","0001120913"
"MWE","MARKWEST ENERGY","AMEX","0001166036"
"MWP","MARKWEST HYDRO","AMEX","0001019756"
"MHE","MASS HEALTH EDU","AMEX","901824"
"XLB","MATERIALS SELEC SPDR ETF","AMEX","0001392311"
"MZT","MATRITECH ORD","AMEX","0000884847"
"MLP","MAUI LD & PINEAP","AMEX","0000063330"
"MXM","MAXXAM INC","AMEX","0000063814"
"MCX","MC SHIPPING INC","AMEX","0000847831"
"MEM","MCF ORD","AMEX","0000826683"
"TVH","MEDIA&ENTMT HLDG","AMEX","1337749"
"MCU","MEDICURE INC","AMEX","0001133519"
"MRY","MEMRY CORP","AMEX","0000720896"
"NKV","MER LY ACLTD RET LNKD NIKKEI 225 NTS","AMEX","904924"
"MBR","MERCANTILE BP ORD","AMEX","1289701"
"MGP","MERCHANTS GROUP","AMEX","0000803027"
"APP","MERLYN 12% CALLBLE STRIDES LKD APPLE","AMEX","1374718"
"RTS","MERRIL LYN STRGC RET NTS SLCT 10 ILB","AMEX","1109637"
"MLD","MERRIL LYNCH NOTES LKD S&P 500 INDEX","AMEX","66052"
"EST","MERRILL LYNCH","AMEX","1119353"
"UUD","MERRILL LYNCH","AMEX","0000065100"
"MKP","MERRILL LYNCH","AMEX","65100"
"DSE","MERRILL LYNCH","AMEX","1182011"
"DSZ","MERRILL LYNCH","AMEX","0000065100"
"DMP","MERRILL LYNCH","AMEX","1203982"
"DSO","MERRILL LYNCH","AMEX","65100"
"BWR","MERRILL LYNCH 8% MONTHLY INCOME STRA","AMEX","1235462"
"BXA","MERRILL LYNCH 8% STRATEGIC RETURN N","AMEX","1095520"
"RIS","MERRILL LYNCH ACCEL RET NT LKD RUSSE","AMEX","1176072"
"BHM","MERRILL LYNCH BIO MITTS","AMEX","1083107"
"BDM","MERRILL LYNCH BRDBAND MITTS","AMEX","65100"
"SME","MERRILL LYNCH FI SEMICNDR HLDRS MKT","AMEX","65100"
"DCV","MERRILL LYNCH LKD INDSTRL 15 NT DEB","AMEX","1253035"
"NKS","MERRILL LYNCH MITTS LNK TO NIKKEI225","AMEX","65100"
"MNM","MERRILL LYNCH NASDAQ 100 MITTS","AMEX","65100"
"NML","MERRILL LYNCH NIKKEI 225 MITTS","AMEX","65100"
"MNK","MERRILL LYNCH NIKKEI 225 MKT DEBENT","AMEX","1225594"
"BXU","MERRILL LYNCH NOTES LKD CBOE S&P 500","AMEX","0001239441"
"ELC","MERRILL LYNCH NOTES LKD ENERGY INDEX","AMEX","0001065860"
"RRM","MERRILL LYNCH RUSSELL 2000 MITTS DE","AMEX","1220251"
"MCP","MERRILL LYNCH S&P 500 MITTS 2009 DE","AMEX","65100"
"MLW","MERRILL LYNCH S&P 500 MITTS DEBENTU","AMEX","65100"
"DMD","MERRILL LYNCH SLCT TEN IDX NT DEB","AMEX","1184684"
"MVI","MERRILL NOTES LKD TO VALUE 30 INDEX","AMEX","1385508"
"SVG","MERRILL NTS LKD GLD & SLVR SEC INDEX","AMEX","65100"
"ANM","MERRILL NTS LKD S&P 400 MIDCAP INDEX","AMEX","65100"
"MRM","MERRIMAC INDS","AMEX","0001026598"
"MEA","METALICO","AMEX","1048685"
"MRB","METALLICA RSCS","AMEX","0000927993"
"MMG","METALLINE MINING ORD","AMEX","1031093"
"MEK","METRETEK TECH ORD","AMEX","882154"
"MDF","METROPOLITAN HTH","AMEX","0001009379"
"MXC","MEXCO ENERGY ORD","AMEX","0000066418"
"MGT","MGT CAPITAL INV ORD","AMEX","0001001601"
"MDH","MHI HOSPITALITY ORD","AMEX","1301236"
"BKR","MICHAEL BAKER CP","AMEX","0000009263"
"MFI","MICROFINANCIAL","AMEX","0000827230"
"MII","MICROISLET","AMEX","0001092050"
"MBP","MID PENN BANCP","AMEX","0000879635"
"MSL","MIDSOUTH","AMEX","0000745981"
"MEH","MIDWEST AIR GR ORD","AMEX","0000948845"
"MGH","MINCO GOLD ORD","AMEX","1029374"
"MFN","MINEFINDERS CP","AMEX","0000842610"
"MGN","MINES MGT","AMEX","0000066649"
"MXA","MINN MUNI PTFL","AMEX","902748"
"BUF","MINRAD INTL ORD","AMEX","0001121225"
"MNG","MIRAMAR MINING ORD","AMEX","0000940947"
"MSW","MISSION WEST MD","AMEX","0001067419"
"SRK","ML 15 INDEX","AMEX","65100"
"NKW","ML 50/150 NIKKEI 225 INDEX NOTES","AMEX","1248650"
"MRA","ML AC RTN NTS LKD TO DJ INDUS AVRG","AMEX","1040616"
"RRL","ML ACC NTS LNKD TO RUSSELL 2000 INDX","AMEX","1175580"
"NAR","ML ACC RET NT LKD S&P MIDCP 400 INDX","AMEX","1089408"
"NKM","ML ACC RET NTS LKD TO NIKKEI 225 INX","AMEX","1194924"
"RZS","ML ACC RET NTS LKD TO RUSS 2000 INDX","AMEX","0001386269"
"PPE","ML ACC RET NTS LNKD TO DJ EURO STOXX","AMEX","65100"
"MRI","ML ACCL DOW JN","AMEX","729284"
"MNA","ML ACCL RET NTS LKD TO S&P 500 INDX","AMEX","877533"
"ARY","ML ACL RTN NT LINKED TO S&P 500 INDX","AMEX","1376960"
"MKO","ML DJIA MITTS","AMEX","65100"
"MLB","ML DOW JONES EURO STOXX 50 INDEX","AMEX","873611"
"EKH","ML EUROPE 2001 HOLDRS ETF","AMEX","1129492"
"MQC","ML INDIA AQS","AMEX","1368719"
"IAH","ML INTERNET ARCH HOLDRS ETF","AMEX","913760"
"HHH","ML INTERNET HOLDRS ETF","AMEX","351685"
"IIH","ML INTERNET INFRAS HOLDRS ETF","AMEX","854062"
"MNL","ML MITTS LKD TO NIKKEI-225 STCK AVRG","AMEX","1399076"
"OIH","ML OIL SERVICE HOLDRS ADR","AMEX","1132338"
"PPH","ML PHARMACEUT HOLDRS ADR","AMEX","1102290"
"BPH","ML PHLX HOUSING","AMEX","1335629"
"RKH","ML REGIONL BNK HOLDRS ETF","AMEX","1236148"
"UUY","ML SEL UTIL IDX","AMEX","0001386269"
"SWH","ML SOFTWARE HOLDRS ETF","AMEX","775298"
"LDB","ML STRGC RET NTS INDL 15 IDX","AMEX","1350117"
"MSS","ML STRGC RET NTS LKD TO SELCT 10 INX","AMEX","778734"
"MIF","ML STRT NOTES LKD INDSTRIAL 15 INDEX","AMEX","818436"
"MFY","ML STRT NT LKD TO BABY BMR CONS IDX","AMEX","712511"
"MLV","ML STRTGC RTN NT LKD VAL SLCT 30 IDX","AMEX","1263160"
"TTH","ML TELECOM HOLDRS ETF","AMEX","1059382"
"BLB","ML9%LNK BEST BUY","AMEX","1389059"
"TSX","MOR STAN 11% SPARQS LKD TELLABS","AMEX","1055231"
"SBA","MOR STAN 8% SPARQS LKD STARBUCKS","AMEX","1099958"
"GIC","MOR STAN CAP PROT NOTE LKD INTL INDX","AMEX","895421"
"EJS","MOR STAN LKD DJ EURO STOXX 50 INDEX","AMEX","1249487"
"APE","MORGAN STAN 10% SPARQS LKD APP COMP","AMEX","1191569"
"SBM","MORGAN STAN 9% HITS LKD SCHLUMBERGER","AMEX","895421"
"MSU","MORGAN STAN RUS","AMEX","798952"
"DRU","MORGAN STANLEY","AMEX","1249681"
"MCB","MORGAN STANLEY","AMEX","902789"
"EBK","MORGAN STANLEY","AMEX","1232689"
"DJL","MORGAN STANLEY","AMEX","1230870"
"BRD","MORGAN STANLEY","AMEX","81764"
"DSA","MORGAN STANLEY 8% SPARQS LKD TO DELL","AMEX","895421"
"MYH","MORGAN STANLEY 9% SPARQS LKD YAHOO","AMEX","1134273"
"SSK","MORGAN STANLEY 9.50% SPARQS LKD SUN","AMEX","1378345"
"XMM","MORGAN STANLEY HITS XM SATLLTE RADIO","AMEX","0001069201"
"MBJ","MORGAN STANLEY ORD","AMEX","1221621"
"MST","MORGAN STANLEY ORD","AMEX","895421"
"SPU","MORGAN STANLEY PLUS LKD S&P 500 INDX","AMEX","1288531"
"MTK","MORGAN STANLEY TECHNOLOGY ETF","AMEX","1228740"
"XZO","MORGN STANLEY PLUS BSD PHLX OIL INDX","AMEX","NULL"
"MDM","MOUNTAIN PROV","AMEX","0001004530"
"MSI","MOVIE STAR INC","AMEX","0000093631"
"SMK","MOVIE STAR ORD","AMEX","1229617"
"MPZ","MPC ORD","AMEX","1289871"
"HPM","MRGN STN BEAR MKT PLS PHLX HOUSG INX","AMEX","1329538"
"CSM","MRGN STNLY PLUS LKD AMEX CHINA INDX","AMEX","833226"
"APK","MS *% HITS LINKED TO APPLE COMPUTER","AMEX","1224933"
"AAY","MS 10% HITS LKD ALLEGHENY TECHN","AMEX","1000098"
"CKK","MS 10% SPARQS LKD CIRCUIT CITY STORE","AMEX","1203721"
"BEM","MS 15 ENERGY NTS","AMEX","0000028827"
"MJP","MS 2% NIKKEI 225","AMEX","1392300"
"CFM","MS 7.5% SPARQS LKD COACH","AMEX","1082433"
"NEH","MS 8% SPARQS LINKED TO NOBLE ENERGY","AMEX","1391400"
"DSK","MS 8% SPARQS LNKD TO DEERE","AMEX","65100"
"DBY","MS 8% SR CB DJ","AMEX","1257061"
"DEV","MS 8.5% SPARQS LINKED DEVON ENERGY","AMEX","1269517"
"SVE","MS 9% SPRQS VALERO ENERGY","AMEX","1017609"
"CAX","MS AMEX CHINA IN","AMEX","895421"
"AMA","MS ARCHER-DANIEL","AMEX","1197736"
"MFP","MS BEAR MKT PLS PHLX HOUSNG SEC INDX","AMEX","1105685"
"RBL","MS BEAR MKT PLUS LKD TO S&P 500 INDX","AMEX","1380585"
"BMP","MS BEAR S&P500","AMEX","723534"
"DFB","MS BRD IDX BRDGS","AMEX","1225144"
"BGD","MS BRD IDX BRIDG","AMEX","1366733"
"TPA","MS BRDGS EQ LNK","AMEX","895421"
"BOI","MS BRIDGES","AMEX","902312"
"IIL","MS CAP NTS 3 IND","AMEX","1395077"
"GBI","MS CAP PROT NTS BASED GBL BASK INDCS","AMEX","0001084966"
"AZB","MS CAP PROTCTD NT LKD TO S&P 500 IDX","AMEX","0001021907"
"MBS","MS CBOE BUYWRITE","AMEX","839688"
"GIT","MS CPN DJ TITANS","AMEX","1257803"
"EEC","MS CPN MS CPTL","AMEX","895421"
"MOR","MS CPN S&P 500","AMEX","729600"
"DMJ","MS DJ INDSTL AV","AMEX","1240992"
"PDJ","MS DOW JONES","AMEX","1265772"
"DPP","MS DOW JONES NT","AMEX","1385506"
"RXB","MS DW BOXES 31","AMEX","1115295"
"GLL","MS GBL IND BSKT","AMEX","1387923"
"HCT","MS HITS CONPHIL","AMEX","0000863437"
"AND","MS HITS LKD ARCHER-DANIELS-MIDLAND","AMEX","6494"
"NHS","MS HITS NWMNT","AMEX","1063885"
"MWH","MS HITS WYNN RES","AMEX","0001012127"
"DGK","MS LKD GENENTECH","AMEX","1053324"
"PPY","MS MKT LNK DJ","AMEX","880297"
"MHT","MS MKT PART MS","AMEX","1185879"
"MRP","MS MPS S&P 500","AMEX","0001002427"
"EFP","MS MSCI EAFE IDX","AMEX","920232"
"MIB","MS NTS THREE INX","AMEX","1265068"
"HPB","MS PHIL STK INDX","AMEX","760559"
"XVS","MS PLUS BASD PHLX SEMICONDUCTOR INDX","AMEX","0001021907"
"XZP","MS PLUS BASED PHLX OIL SVC SEC INDEX","AMEX","0001021907"
"SAR","MS PLUS BASED S&P 500 INDEX","AMEX","1293124"
"DMI","MS PLUS BSD DOW JONES INDSTL AVGE","AMEX","0001005201"
"NIN","MS PLUS BSD VALUE NIKKEI 225 INDEX","AMEX","887124"
"SND","MS PLUS LKD S&P 500 INDEX","AMEX","1043936"
"NKD","MS PLUS NIKK225","AMEX","1136820"
"JPK","MS PLUS NIKKEI","AMEX","1387186"
"NKP","MS PLUS- NIK 225","AMEX","1311729"
"PEL","MS PROPEL S&P500","AMEX","1348909"
"HPD","MS PROT ABSLT NTS BSD PHLX HSNG SCTR","AMEX","1266217"
"RPN","MS PRTD ABSL RET NTS BSD S&P 500 INX","AMEX","1085522"
"NPS","MS S&P500 CPN","AMEX","890465"
"SDM","MS SP 500","AMEX","1223398"
"EBA","MS SPARQS EBAY","AMEX","1218899"
"MWL","MS SPARQS FOD MK","AMEX","920321"
"ITL","MS SPARQS INTEL","AMEX","1387250"
"DBZ","MS SR CB DJI INX","AMEX","1320184"
"NES","MS THREE GBL IND","AMEX","895421"
"BWN","MS TRGT INCM SEC","AMEX","1020898"
"BXB","MSDW BIOTCH BSKT","AMEX","895421"
"TPS","MSDW BRD IDX GD","AMEX","895421"
"RBG","MSDW BROAD IDX","AMEX","1293283"
"MPP","MTS MEDICTN ORD","AMEX","0000823560"
"PAL","N AMER PALLADIUM ORD","AMEX","887701"
"NRO","N BGR RE SEC INC","AMEX","1261166"
"NGA","NA GLVZNG COATNG","AMEX","0000055805"
"NHC","NATIONAL HEALTH","AMEX","0001024626"
"NLN","NATIONAL LAMPN ORD","AMEX","798078"
"FIZ","NATL BEVERAGE ORD","AMEX","0000069891"
"NHR","NATL HLTH REALTY","AMEX","0001047334"
"NGS","NATURAL GAS SERV ORD","AMEX","0001084991"
"NGI","NEON COMMUNICATIONS GROUP ORD","AMEX","0001003111"
"NEP","NEPHROS ORD","AMEX","1196298"
"NDD","NEUBERGER BERMAN DIVIDEND ADVANTG CF","AMEX","1276893"
"NBH","NEUBRGR BRMN INT","AMEX","1178839"
"NBW","NEURBRGR BRMN CA","AMEX","1178840"
"NBO","NEURBRGR BRMN NY","AMEX","1178841"
"NSU","NEVSUN RESOURCE","AMEX","0000919991"
"NWD","NEW DRAGON ASIA","AMEX","0001089590"
"NEN","NEW ENGLAND REALTY ASSOCIATES ADR","AMEX","0000746514"
"NGD","NEW GOLD","AMEX","1303264"
"NAO","NORTH AMER INSUR","AMEX","1336249"
"NBN","NORTHEAST BANC","AMEX","0000811831"
"NAK","NORTHERN DYNASTY ORD","AMEX","718936"
"NTO","NORTHERN ORION ORD","AMEX","0000882626"
"NTI","NORTHERN TECH","AMEX","0000875582"
"NXG","NORTHGATE EXPL ORD","AMEX","0000072931"
"NVD","NOVADEL PHARMA ORD","AMEX","0001043873"
"NG","NOVAGOLD ORD","AMEX","0001173420"
"NAS","NSDQ100 TIERS 13","AMEX","1167586"
"NTN","NTN BUZZTIME","AMEX","0000748592"
"NTQ","NTR ACQUISITION ORD","AMEX","1366578"
"NLP","NTS REALTY WI ORD","AMEX","1278384"
"NOX","NUBRGR BRMN OPP","AMEX","1227699"
"NFZ","NUVEEN ARIZONA","AMEX","0001087783"
"NKR","NUVEEN AZ DIV 2","AMEX","1161069"
"NXE","NUVEEN AZ DIV 3","AMEX","1177212"
"NVX","NUVEEN CA DIV 2","AMEX","1127706"
"NZH","NUVEEN CA DV ADV","AMEX","1137888"
"NCU","NUVEEN CA PREM","AMEX","905000"
"NFC","NUVEEN CT DIV","AMEX","1090118"
"NGK","NUVEEN CT DIV 2","AMEX","1166572"
"NGO","NUVEEN CT DIV 3","AMEX","1177218"
"NXZ","NUVEEN DIV 2","AMEX","1131062"
"NZF","NUVEEN DV ADV 3","AMEX","1137887"
"NKG","NUVEEN GA DIV 2","AMEX","1177219"
"NZX","NUVEEN GA DV ADV","AMEX","1097668"
"NPG","NUVEEN GA PREM","AMEX","0001097668"
"NKL","NUVEEN INS CA DV","AMEX","1090117"
"NVG","NUVEEN INS DIV","AMEX","1090116"
"NKO","NUVEEN INS NY DV","AMEX","1090123"
"NMB","NUVEEN MA DIV","AMEX","1090120"
"NFM","NUVEEN MD DIV","AMEX","1090119"
"NWI","NUVEEN MD DIV 3","AMEX","1177214"
"NZR","NUVEEN MD DV ADV","AMEX","1137885"
"NZW","NUVEEN MI DV ADV","AMEX","1087785"
"NOM","NUVEEN MISOURI","AMEX","899782"
"NMZ","NUVEEN MUN HIGH","AMEX","1266585"
"NRB","NUVEEN NC DIV","AMEX","1090121"
"NNO","NUVEEN NC DIV 2","AMEX","0001090118"
"NII","NUVEEN NC DIV 3","AMEX","1177216"
"NXJ","NUVEEN NJ DIV","AMEX","1087786"
"NUJ","NUVEEN NJ DIV 2","AMEX","1161070"
"NXK","NUVEEN NY DIV 2","AMEX","1131063"
"NXI","NUVEEN OH DIV","AMEX","1087788"
"NVJ","NUVEEN OH DIV 3","AMEX","1165383"
"NBJ","NUVEEN OH DV ADV","AMEX","1145728"
"NXM","NUVEEN PA DIV","AMEX","1087787"
"NVY","NUVEEN PA DIV 2","AMEX","1158729"
"JRS","NUVEEN R EST INM","AMEX","0001158289"
"NGB","NUVEEN VA DIV","AMEX","1090122"
"NNB","NUVEEN VA DIV 2","AMEX","1158728"
"NEA","NUVN TX FREE ADV","AMEX","1195737"
"UWN","NV GOLD & CASINO","AMEX","0000277058"
"NVR","NVR INC","AMEX","0000906163"
"NRK","NY TX FREE ADVTG","AMEX","1195739"
"OTD","O2DIESEL ORD","AMEX","1117458"
"OKN","OCEANAUT ORD","AMEX","1364714"
"OMR","ODYSSEY MARINE","AMEX","798528"
"BQI","OILSANDS QUEST ORD","AMEX","0001096791"
"ONT","ON2 TECHNOLOGIES","AMEX","0001045280"
"ONI","ORAGENICS ORD","AMEX","0001174940"
"TIS","ORCHIDS PPR PROD ORD","AMEX","0001324189"
"OZN","OREZONE RSC ORD","AMEX","0001215546"
"ONH","ORION HEALTHCORP","AMEX","0000755113"
"OHB","ORLEANS HOME","AMEX","0000038570"
"OTT","OTELCO UNITS","AMEX","1288359"
"OFI","OVERHILL FARMS","AMEX","0001101020"
"PHF","PACHOLDER HI YLD","AMEX","837951"
"PAM","PACIFIC CMA INC","AMEX","1071775"
"PMU","PACIFIC RIM MNG","AMEX","1056512"
"PRZ","PAINCARE HLDG","AMEX","0001003472"
"PTN","PALATIN TECH","AMEX","0000911216"
"PHX","PANHANDLE OIL AND GAS ORD","AMEX","0000315131"
"PTG","PARAGON TECH","AMEX","0000090045"
"PRK","PARK NATIONAL","AMEX","0000805676"
"PAE","PEACE ARCH","AMEX","0001038367"
"PGC","PEAPACK GLADSTON","AMEX","0001050743"
"CUP","PERU COPPER ORD","AMEX","1307111"
"PRC","PETRO RESOURCES","AMEX","0000779164"
"PHC","PHC A ORD","AMEX","0000915127"
"PXG","PHOENIX FOOTWEAR","AMEX","0001290035"
"PLE","PINNACLE BANC","AMEX","0001022243"
"PNS","PINNACLE DATA","AMEX","0001004608"
"PDC","PIONEER DRILLING ORD","AMEX","0000320575"
"PW","PITTSBURGH&WEST","AMEX","0000078838"
"PLC","PLC SYSTEMS INC","AMEX","0000879682"
"PMK","PMA CAP CP 8.5%","AMEX","1041665"
"PCC","PMC COMM","AMEX","0000908311"
"PLM","POLYMET MINING ORD","AMEX","0000866028"
"PPA","POWERSHARES AEROSPACE & DEFENSE ETF","AMEX","0001028918"
"PKW","POWERSHARES BUYBACK ACHIEVERS ETF","AMEX","1184161"
"PZD","POWERSHARES CLEANTECH ETF","AMEX","0001316377"
"DBA","POWERSHARES DB AGRICULTURE ETF","AMEX","1056821"
"DBB","POWERSHARES DB BASE METALS ETF","AMEX","1170767"
"DBE","POWERSHARES DB ENERGY ETF","AMEX","1202734"
"DBV","POWERSHARES DB G10 CURR HARVEST ETF","AMEX","1376014"
"DGL","POWERSHARES DB GOLD ETF","AMEX","1216438"
"DBO","POWERSHARES DB OIL ETF","AMEX","1109609"
"DBP","POWERSHARES DB PRECIOUS METALS ETF","AMEX","1211180"
"DBS","POWERSHARES DB SILVER ETF","AMEX","1036808"
"PFM","POWERSHARES DIVIDEND ACHIEVERS ETF","AMEX","895422"
"PTE","POWERSHARES DYN TELECOM WIRELESS ETF","AMEX","722839"
"PKB","POWERSHARES DYNAMIC BLDG CONSTRN ETF","AMEX","1250826"
"PXE","POWERSHARES DYNAMIC EXPLRTN PRDN ETF","AMEX","1007583"
"PIC","POWERSHARES DYNAMIC INSRNC PRTFL ETF","AMEX","1209466"
"PJF","POWERSHARES DYNAMIC LARGE CAP ETF","AMEX","1013088"
"PJG","POWERSHARES DYNAMIC MID CAP ETF","AMEX","1253462"
"PMR","POWERSHARES DYNAMIC RETAIL PRTFL ETF","AMEX","829608"
"PJM","POWERSHARES DYNAMIC SMALL CAP ETF","AMEX","1195880"
"PUI","POWERSHARES DYNAMIC UTILTS PRTFL ETF","AMEX","1393900"
"PHW","POWERSHARES DYNM HRDWR CONS ELEC ETF","AMEX","1210299"
"PXJ","POWERSHARES DYNM OIL SRVCS PRTFL ETF","AMEX","0001316377"
"PGF","POWERSHARES FINANCIAL PREFERRED ETF","AMEX","1209466"
"PHJ","POWERSHARES HIGH GROWTH RATE DIV ETF","AMEX","1231777"
"PID","POWERSHARES INTL DVDND ACHVRS ETF","AMEX","846876"
"PSP","POWERSHARES LISTED PRIVATE EQTY ETF","AMEX","869624"
"PXN","POWERSHARES LUX NANOTECH PRTFLIO ETF","AMEX","884905"
"PYH","POWERSHARES VALUE LINE IND ROTTN ETF","AMEX","1317616"
"PIV","POWERSHARES VALUE LINE TIMELINSS ETF","AMEX","1159214"
"PHO","POWERSHARES WATER RESC PORTFOLIO ETF","AMEX","1209466"
"PUW","POWERSHARES WILDERHILL PROGRSS ETF","AMEX","0001316377"
"PZJ","POWERSHARES ZACKS SMALL CAP PTF ETF","AMEX","0001316377"
"PRB","PRB ENERGY","AMEX","1299966"
"PME","PREMD ORD","AMEX","0001062441"
"PDL.A","PRESIDENTIAL A","AMEX","731245"
"PDL.B","PRESIDENTIAL B","AMEX","731245"
"PRW","PRO-PHARMS INC","AMEX","0001133416"
"PLI","PROLIANCE INTL ORD","AMEX","948844"
"SBB","PROSHARES TR SHORT SMALLCAP600 ETF","AMEX","0001028954"
"QID","PROSHS UTS QQQ","AMEX","804328"
"PZZ","PROSPECT MED HLD","AMEX","1063561"
"PLX","PROTALIX BIOTHERAPEUTICS ORD","AMEX","0001385126"
"PWX","PROVIDENCE","AMEX","0000831968"
"RWM","PRSH SH RUSL2000","AMEX","1180365"
"UCC","PRSH UL CON SVRS","AMEX","100783"
"UGE","PRSH UL CONS GDS","AMEX","1231137"
"UYG","PRSH UL FINANCL","AMEX","NULL"
"RXL","PRSH UL HLTH CRE","AMEX","1169332"
"UXI","PRSH UL INDSTRIL","AMEX","NULL"
"DIG","PRSH UL OIL&GAS","AMEX","1144169"
"URE","PRSH UL RL EST","AMEX","1378338"
"UVG","PRSH UL RSL 1000","AMEX","1077543"
"UWM","PRSH UL RUSL2000","AMEX","732718"
"UVT","PRSH UL RUSL2000","AMEX","1384423"
"USD","PRSH UL SEMI CON","AMEX","1262738"
"ROM","PRSH UL TECH","AMEX","316792"
"UPW","PRSH UL UTILITY","AMEX","1163114"
"UKW","PRSH ULRSL MC GR","AMEX","1249461"
"UVU","PRSH ULRSL MC VL","AMEX","766493"
"UKF","PRSH ULRSL1000GR","AMEX","814830"
"UKK","PRSH ULRSL2000GR","AMEX","NULL"
"SAA","PRSH ULTRA SC600","AMEX","797221"
"SMN","PRSH US BAS MTRL","AMEX","1246488"
"UYM","PRSH US BAS MTRL","AMEX","1086948"
"SCC","PRSH US CON SVRS","AMEX","0001006459"
"SZK","PRSH US CONS GDS","AMEX","1209974"
"RXD","PRSH US HLTH CRE","AMEX","NULL"
"SIJ","PRSH US INDSTRIL","AMEX","1395091"
"DUG","PRSH US OIL&GAS","AMEX","1270068"
"SRS","PRSH US RL EST","AMEX","949322"
"TWM","PRSH US RUSL2000","AMEX","1368039"
"SDD","PRSH US SC600","AMEX","1236159"
"SSG","PRSH US SEMI CON","AMEX","1168931"
"REW","PRSH US TECH","AMEX","1276560"
"SDP","PRSH US UTILITI","AMEX","1029831"
"SDK","PRSH USRSL MC GR","AMEX","1325534"
"SJL","PRSH USRSL MC VL","AMEX","1141733"
"SFK","PRSH USRSL1000GR","AMEX","1315715"
"SJF","PRSH USRSL1000VL","AMEX","1244675"
"SKK","PRSH USRSL2000GR","AMEX","314865"
"SJH","PRSH USRSL2000VL","AMEX","0001133882"
"PSB","PS BUSINESS","AMEX","0000866368"
"UDN","PS DB US BEARISH","AMEX","1270757"
"UUP","PS DB US BULLISH","AMEX","1053775"
"PMD","PSYCHEMEDICS","AMEX","0000806517"
"PCA","PUTNAM CA","AMEX","892980"
"PMN","PUTNAM NY","AMEX","892960"
"PBE","PWRSHRS BIOTEC ETF","AMEX","929035"
"PVM","PWRSHRS DYNAMIC DEEP VALUE ETF","AMEX","1377493"
"PGZ","PWRSHRS DYNMIC AGGRESSIVE GROWTH ETF","AMEX","NULL"
"PJB","PWRSHRS DYNMIC BANKING SEC ETF","AMEX","1202063"
"PYZ","PWRSHRS DYNMIC BSC MATRLS SEC ETF","AMEX","1205997"
"PEZ","PWRSHRS DYNMIC CNSUMR DISC SCTR ETF","AMEX","1333781"
"PSL","PWRSHRS DYNMIC CNSUMR STAPLS SEC ETF","AMEX","1247834"
"PXI","PWRSHRS DYNMIC ENRGY SEC ETF","AMEX","1312366"
"PFI","PWRSHRS DYNMIC FINANCIAL SECTOR ETF","AMEX","0001037652"
"PTJ","PWRSHRS DYNMIC HEALTHCARE SER ETF","AMEX","1399242"
"PTH","PWRSHRS DYNMIC HEATHCARE SEC ETF","AMEX","1017633"
"PRN","PWRSHRS DYNMIC INDUSTRIALS SEC ETF","AMEX","1209466"
"PIQ","PWRSHRS DYNMIC MAGNIQUANT ETF","AMEX","710150"
"PTF","PWRSHRS DYNMIC TECHNOLOGY SEC ETF","AMEX","0001123324"
"PBJ","PWRSHRS FODBEV ETF","AMEX","1209466"
"PGJ","PWRSHRS GLD DRAG ETF","AMEX","1144426"
"PEY","PWRSHRS HGH YLD ETF","AMEX","1360590"
"PWV","PWRSHRS LARCAP ETF","AMEX","78838"
"PWB","PWRSHRS LARCAP GR ETF","AMEX","716605"
"PEJ","PWRSHRS LEIS ETF","AMEX","942453"
"PWJ","PWRSHRS MIDCAP ETF","AMEX","75754"
"PWP","PWRSHRS MIDCAP VL ETF","AMEX","1184509"
