"name","symbol","CIK"
"NATL HLTH REALTY","NHR","0001047334"
"NATURAL GAS SERV","NGS","0001084991"
"NBC CAPITAL","NBY","742054"
"NCE PETROFND TR UN","NCN","724910"
"NE REALTY ASSOC","NEN","0000746514"
"NEUBERGER CA FD","NBW","1178840"
"NEUBERGER MUNI FD","NBH","1178839"
"NEUBERGER NY FD","NBO","1178841"
"NEW DRAGON ASIA","NWD","0001089590"
"NEWTEK CAPITAL","NKC","1063240"
"NIMBUS GROUP","NMC","1093837"
"NORDIC AMER TANK","NAT","0001000177"
"NORTHEAST BANCP","NBN","0000811831"
"NORTHERN TECH","NTI","0000875582"
"NSTOR TECHNOLGY","NSO","0000075448"
"NTN COM","NTN","0000748592"
"NUV CA TAX FREE","NKX","1195738"
"NUV FLA TAX FREE","NWF","1196362"
"NUV INS TAX FREE","NEA","1195737"
"NUV MA TAX FREE","NGX","1196366"
"NUV NY TAX FREE","NRK","1195739"
"NUVEEN ARIZONA","NFZ","1087783"
"NUVEEN AZ DIV","NKR","1161069"
"NUVEEN AZ DIV","NXE","1177212"
"NUVEEN CA DIVIDE FD","NVX","1127706"
"NUVEEN CA DV ADV","NZH","1137888"
"NUVEEN CAL PREM INC MUN FD","NCU","905000"
"NUVEEN CO","NNO","1158730"
"NUVEEN CT DIV","NFC","1090118"
"NUVEEN CT DIV","NGK","1166572"
"NUVEEN CT DIV","NGO","1177218"
"NUVEEN DIV ADVAN FD","NXZ","1131062"
"NUVEEN DV ADV","NZF","1137887"
"NUVEEN GA DIV","NKG","1177219"
"NUVEEN GA DV ADV","NZX","1097668"
"NUVEEN GEORGIA","NPG","899758"
"NUVEEN INS CA DV","NKL","1090117"
"NUVEEN INS DIV","NVG","1090116"
"NUVEEN INS NY DV","NKO","1090123"
"NUVEEN MASS DIV","NMB","1090120"
"NUVEEN MD","NWI","1177214"
"NUVEEN MD DIV","NFM","1090119"
"NUVEEN MD DV ADV","NZR","1137885"
"NUVEEN MI DV ADV","NZW","1087785"
"NUVEEN MISOURI","NOM","899782"
"NUVEEN NC DIV","NII","1177216"
"NUVEEN NC DIV FD","NRB","1090121"
"NUVEEN NJ DIV","NXJ","1087786"
"NUVEEN NJ DIV","NUJ","1161070"
"NUVEEN NY DIV","NXK","1131063"
"NUVEEN OH DIV","NVJ","1165383"
"NUVEEN OH DIV FD","NXI","1087788"
"NUVEEN OH DV ADV","NBJ","1145728"
"NUVEEN PA DIV","NVY","1158729"
"NUVEEN PA DIVIDE FD","NXM","1087787"
"NUVEEN REAL EST","JRS","1158289"
"NUVEEN VA","NNB","1158728"
"NUVEEN VA DIV","NGB","1090122"
"NV GOLD & CASINO","UWN","0000277058"
"NVR","NVR","0000906163"
"OHIO ART","OAR","73942"
"OIL SERVICE ML ETF ADR","OIH","1132338"
"OLYMPIC CASCADE","OLY","1023844"
"ON2 TECHNOLOGIES","ONT","0001045280"
"ONE LIBERTY PROP","OLP","0000712770"
"OPTICARE HEALTH","OPT","0000311046"
"ORIOLE HOMES STK A","OHC.A","1247512"
"ORIOLE HOMES STK B","OHC.B","74928"
"ORLEANS HOMEBLDR","OHB","0000038570"
"OVERHILL FARMS","OFI","0001101020"
"PAB BANKSHAR","PAB","705200"
"PACHOLDER HI YLD","PHF","837951"
"PACIFIC RIM MNG","PMU","1056512"
"PACKAGED ICE","ICY","917731"
"PALATIN TECH","PTN","0000911216"
"PARAGON TECH","PTG","90045"
"PARK NATIONAL","PRK","0000805676"
"PAXSON COMMS STK A","PAX","923877"
"PEACE ARCH","PAE","1038367"
"PEAPACK GLADSTON","PGC","0001050743"
"PELICAN FINL","PFI","0001037652"
"PEOPLES HOLDING","PHC","0000915127"
"PERINI","PCR","0000077543"
"PETROCORP","PEX","911359"
"PG&E HOLDING 7.9 QUIDS DEB A","PCG.Q","1004980"
"PHARM HOLDRS ML ETF ADR","PPH","1102290"
"PHOENIX FOOTWEAR","PXG","0000026820"
"PHOTOELECTRON","PHX","0000315131"
"PINNACLE BANC","PLE","0001022243"
"PINNACLE DATA","PNS","0001004608"
"PIONEER DRILLING","PDC","0000320575"
"PITTSBURGH & WVR","PW","0000078838"
"PLC SYSTEMS","PLC","0000879682"
"PLYMOUTH RUBBER STK A","PLR.A","79225"
"PLYMOUTH RUBBER STK B","PLR.B","79225"
"PMC CAPITAL","PMC","722571"
"PMC COMM","PCC","0000908311"
"POLYAIR INTER","PPK","1049984"
"PREMIER BANCORP","PPA","1044651"
"PRESIDENT REALTY STK A","PDL.A","731245"
"PRESIDENT REALTY STK B","PDL.B","731245"
"PRICE LEGACY","XLG","929647"
"PROBEX","PRB","1299966"
"PROLONG INTL","PRL","1016965"
"PROTERION CORP","PRC","1335190"
"PROVENA FOODS","PZA","0000814139"
"PROVIDENCE WORCH","PWX","0000831968"
"PROVIDENT ENERGY UN","PVX","0001142229"
"PS BUSINESS PARK","PSB","0000866368"
"PSYCHEMEDICS","PMD","0000806517"
"PURADYN FILTER","PFT","0001019787"
"PUTNAM CAL INV GR MU TR FD","PCA","892980"
"PUTNAM NY INV GR MUN TR FD","PMN","892960"
"PYR ENERGY","PYR","0001016289"
"QUESTCOR PHARM","QSC","0000891288"
"QUIETPOWER SYS","KWT","924233"
"RADIOLOGIX","RGX","0001031329"
"RAMPART CAPITAL","RAC","0001074681"
"RATEXCHANGE","RTX","826683"
"READING INTL STK A","RDI.A","716634"
"READING INTL STK B","RDI.B","716634"
"REEDS JEWELERS","RJI","805900"
"REFAC","REF","82788"
"REGAL BELOIT","RBC","0000082811"
"REGIONAL BANK ML ETF ADR","RKH","1236148"
"REMINGTON OIL NON VTG","REM","0000874992"
"RENTECH","RTK","0000868725"
"RETAIL HOLDRS ADR","RTH","1157355"
"RETRACTABLE TECH","RVP","0000946563"
"REUNION INDS","RUN","1003429"
"RICA FOODS","RCF","789881"
"RICHMONT MINES","RIC","0000871294"
"RIVIERA HOLDINGS","RIV","0000899647"
"RIVIERA TOOL","RTC","0001018349"
"ROBERTS REALTY","RPI","0001011109"
"ROTONICS MANUF","RMI","0000801873"
"RUSS 1000 GRWTH","IWF","1203701"
"RUSS 1000 INDEX","IWB","1326206"
"RUSS 1000 VALUE","IWD","1113863"
"RUSS 2000 GRWTH FD","IWO","1116181"
"RUSS 2000 VALUE FD","IWN","0001224757"
"RUSS 3000 GRWTH FD","IWZ","0001224757"
"RUSS 3000 INDEX","IWV","0001224757"
"RUSS 3000 VALUE FD","IWW","1079588"
"S&P 500 BAR GRO","IVW","0000840836"
"S&P 500 BAR VAL","IVE","1268304"
"S&P 500 INDEX","IVV","0000840836"
"S&P DEPOS RECPTS","SPY","884394"
"S&P EUROPE 350 FD","IEV","1100663"
"S&P MD 400 GRWTH FD","IJK","0000840836"
"S&P MD 400 VALUE FD","IJJ","1163968"
"S&P MDCP 400 IDX","IJH","1207491"
"S&P MIDCAP 400 UN","MDY","936958"
"S&P SM 600 GRWTH FD","IJT","0000840836"
"S&P SM 600 VALUE FD","IJS","1345258"
"S&P SMCP 600 IDX","IJR","1100663"
"SAGA COMS","SGA","0000886136"
"SAL TR PR FD PFD","PBA","943152"
"SALISBURY BANCP","SAL","0001060219"
"SALOMON SB EQ LNK MOTOROLA","EMV","1284953"
"SALOMON SB EQL CISCO DEB","ECI","0000930775"
"SALOMON SB HLDGS","ASB","0000843494"
"SALOMON SB HLDGS","EAP","1189161"
"SALOMON SB HLDGS ELKS","ESK","34046"
"SALOMON SB HLDGS INTEL ELKS 20","EIT","1350049"
"SALOMON SB HLDGS INTERNET INDE","SSB","200245"
"SALOMON SB HLDGS TARGETS","TCZ","0001040216"
"SALOMON SB HLDGS TARGETS EMC","TMY","0001132645"
"SALOMON SB HLDGS TEXAS INST EL","ETJ","935356"
"SAN JOSE WATER","SJW","0000766829"
"SCHUFF INTL","SHF","1038368"
"SCOPE INDUSTRIES","SCP","87864"
"SCUDDER RREEF FD","SRQ","1179126"
"SEABOARD","SEB","0000088121"
"SECURITY CAPITAL","SCC","0000314340"
"SELAS CORP AMER","SLS","88790"
"SEMICONDUCTOR ML ETF ADR","SMH","1180391"
"SEMOTUS SOLUTIONS","DLK","0000832370"
"SENESCO TECH","SNT","0001035354"
"SERVOTRONICS","SVT","0000089140"
"SHEFFIELD PHARM","SHM","894158"
"SHELBOURNE I","HXD","1163361"
"SHELBOURNE II","HXE","0001106037"
"SHELBOURNE III","HXF","0001106036"
"SHERWOOD BRANDS","SHD","1053178"
"SIFCO INDUSTRIES","SIF","0000090168"
"SIMULA","SMU","885080"
"SINGING MACHINE","SMD","0000923601"
"SMITH & WESSON","SWB","1092796"
"SNOWDANCE","SND","1043936"
"SOFTWARE HOLDRS ML ETF ADR","SWH","775298"
"SONOMA INTL","SMA","0001292055"
"SOUTHERN BANC","SRN","946453"
"SOUTHERN CALIF","SCE.Q","92103"
"SOUTHFIRST BANC","SZB","925963"
"SOUTHWEST GA FIN","SGB","0000315849"
"SPORTS CLUB","SCY","924373"
"ST DJ SMCP GRO","DSG","883230"
"STAR STRUCK","KAP","771504"
"STATE BANCORP","STB","723458"
"STEPHAN","TSC","0000094056"
"STERLING CAPITAL","SPR","0001364885"
"STONEHAVEN RLTY","RPP","928953"
"STONEHAVEN RLTY PR A","RPP.A","928953"
"STONEPATH GROUP","STG","0001093546"
"STORAGE COMP","SOS","933452"
"STREETTRACKS","DGT","1375850"
"STREETTRACKS","DSV","1007713"
"STREETTRACKS","RWR","897480"
"STREETTRACKS GROWTH IDX","ELG","1313753"
"STREETTRACKS VALUE IDX","ELV","1371380"
"STRUCTURED PRODS","CTK","720031"
"STRUCTURED PRODS","ISB","755933"
"STRUCTURED PRODS","LSB","200245"
"STRUCTURED PRODS","NQE","0001328952"
"STRUCTURED PRODS","RSB","1398570"
"STRUCTURED PRODS","SRB","1346543"
"STRUCTURED PRODS","TGU","861876"
"STRUCTURED PRODS","THN","0000021438"
"STRUCTURED PRODS","XOS","0001328952"
"STRUCTURED PRODS DEB","JSB","861499"
"STRUCTURED PRODS DEB","NQH","0001328952"
"STRUCTURED PRODS TIERS","XSB","911562"
"STRUCTURED PRODS TIERS 2002-6 ","NQL","1122965"
"STRUCTURED PRODS TIERS S&P TR ","SMC","931948"
"STRUCTURED PRODS TIERS TR CT","SNB","1018146"
"STRUCTURED PRODSTIERS S&P DEB","HSB","1034588"
"SUNAIR ELECT","SNR","0000095366"
"SUNLINK HLTH","SSY","0000096793"
"SUPERIOR UNIFORM","SGC","0000095574"
"SUPREME INDS","STS","0000350846"
"SURGICARE","SRG","755113"
"SUSSEX BANCORP","SBB","1028954"
"SVI Solutions","SVI","0001316898"
"SY BANCORP","SYI","835324"
"SYNERGIS TECH","SYN","1158348"
"TAG IT PACIFIC","TAG","0001047881"
"TARGET TRUST X GE DEB","TGE","0000799165"
"TARGETS TR VI","TOE","1256123"
"TARGETS TR XII DEB","TPI","1174580"
"TARGETS TR XIII DEB","TWV","1228941"
"TARGETS TR XIV DEB","TDN","947263"
"TARGETS TR XVI FD","TGY","1268533"
"TARGETS TR XVII","TJA","1375475"
"TARGETS TRUST IX TARGETS DEB","TDH","899285"
"TARGETS TRUST XI DEB","TXM","1003539"
"TARGETS TRUST XV DEB","TBM","200245"
"TBA ENTMNT","TBA","913201"
"TEAM","TMI","318833"
"TECH FLAVORS","TFF","0001000048"
"TECH HLDS","TSH","0000934538"
"TECH OPS SEVCON","TO","0000825411"
"TECHNOLOGY SEL SPDR ETF","XLK","0001344212"
"TELECOM HOLDRS ML ETF ADR","TTH","1059382"
"TELEPHONE & DATA","TDS","0001051512"
"TELETOUCH COMM","TLL","0000928659"
"TENERA","TNR","723615"
"TENGASCO","TGC","0001001614"
"TERREMARK WRLDWD","TWW","912890"
"THERMOVIEW INDS","THV","1083753"
"THOUSAND TRAILS","TRV","0000086312"
"TIERS S&P 02-19 TR CT DEB","SNJ","1250354"
"TIPPERARY","TPY","0000098410"
"TITAN PHARM","TTP","0000910267"
"TODHUNTER INTL","THT","98544"
"TOFUTTI BRANDS","TOF","0000730349"
"TOMPKINSTRUSTCO","TMP","0001005817"
"TOPAZ GROUP","TPZ","1059280"
"TRANS LUX","TLX","0000099106"
"TRANSMONTAIGNE","TMG","0000755199"
"TRANSNATL FINL","TFN","0001059579"
"TRIO TECH INTL","TRT","0000732026"
"TUBOS DE ACERO ADR","TAM","0001353691"
"TUTOGEN MEDICAL","TTG","0000816949"
"TUXIS","TUX","736952"
"ULTRA PETROLEUM","UPL","0001022646"
"UNI MARTS","UNI","805020"
"UNION BNKSHR INC","UNB","0000706863"
"UNITED CAPITAL","AFP","0000065358"
"UNITED FINL MTG","UFM","916823"
"UNITED GUARDIAN","UG","0000101295"
"UNITIL","UTL","0000755001"
"UQM TECHNOLOGIES","UQM","0000315449"
"URECOATS INDS","URT","875296"
"US CELLULAR","USM","0000821130"
"US DATAWORKS","UDW","0001049505"
"US EXPLORATION","UXP","847074"
"US LIQUIDS","USL","1041095"
"USURF AMERICA","UAX","1035398"
"UTD MOBILE HOMES","UMH","0000752642"
"UTEK","UTK","0001098482"
"UTILITIES HOLDRS ML ETF ADR","UTH","774214"
"UTILITIES SELECT SPDR ETF","XLU","0001113670"
"VALLEY NATL GAS","VLG","0001030715"
"VALPEY FISHER CP","VPF","0000085608"
"VAN KAMPEN ADV MU TR II FD","VKI","908993"
"VAN KAMPEN CALI MUN TR FD","VKC","840248"
"VAN KAMPEN MA VAL MUNI FD","VMV","890515"
"VAN KAMPEN OH VAL MUNI FD","VOV","889527"
"VAN KAMPEN SEL SEC MUNI FD","VKL","912022"
"VAN TOT STK MKT","VTI","885551"
"VANGUARD INDEX VIPERS","VXF","0001348831"
"VARSITY BRANDS","VBR","1160696"
"VASOGEN","VSV","1033233"
"VERMONT PURE","VPS","0001123316"
"VERSAR","VSR","0000803647"
"VI GROUP PLC ADR","GVI","1021444"
"VICON INDUSTRIES","VII","0000310056"
"VIRAGEN","VRA","0000353482"
"VIRCO MFG","VIR","0000751365"
"VITA FOOD PROD","VSF","0001024342"
"VITRAN","VVN","946823"
"VORNADO OPERAT","VOO","1050080"
"VULCAN INTL","VUL","848446"
"WASHINGTON SVGS","WSB","1372791"
"WATSCO STK B","WSO.B","105016"
"WEBCO INDS","WEB","916314"
"WEBS GERMANY","EWG","1178055"
"WEBS ITALY","EWI","911151"
"WEBS MALAYSIA","EWM","1234969"
"WEBS SWITZERLAND","EWL","1278621"
"WELLCO ENTER","WLC","0000105532"
"WELLS GARDNER","WGA","0000105608"
"WELLSFORD","WRP","0001038222"
"WESCO FINANCIAL","WSC","0000105729"
"WEST COAST RLTY","MPQ","858346"
"WESTFIELD FIN","WFD","0001157647"
"WESTMINSTER CAP","WI","34489"
"WESTMORELAND","WLB","0000106455"
"WHEATON RIVER","WHT","0001024109"
"WHITMAN ED GP","WIX","352183"
"WILSHIRE OIL","WOC","0000107454"
"WINLAND ELEC","WEX","0000749935"
"WINTON FINL","WFI","857907"
"WIRELESS HOLDRS ML ETF DR","WMH","1367557"
"WIRELESS TELECOM","WTT","0000878828"
"WORLD WIRELESS","XWC","0001031744"
"WORONOCO BANCORP","WRO","0001072886"
"WYNDHAM INTL STK A","WBR","0000715273"
"XCELERA","XLA","792857"
"ZIEGLER","ZCO","109312"
"iSHARES NAS BIO FD","IBB","1082741"
"1 800 ATTORNEY","ATTY","1010615"
"1 800 CONTACTS","CTAC","0001050122"
"1800FLOWERS.COM","FLWS","0001084869"
"1ST CONSTITUTIN","FCCY","0001141807"
"1ST SOURCE","SRCE","0000034782"
"1ST STATE BNCP","FSBC","0001074078"
"21ST CENT HLDG","TCHC","0001069996"
"24 7 REAL MEDIA","TFSM","0001062195"
"3 DIMENSIONAL","DDDP","0000914201"
"3COM","COMS","0000738076"
"3D SYSTEMS STK F","TDSC","0000910638"
"3TEC ENERGY","TTEN","903267"
"724 SOLUTIONS","SVNX","0001097641"
"800 TRAVEL SYS WNT","IFLWQ","0001060239"
"8x","EGHT","0001023731"
"A CONSULT TEAM","TACX","0001040792"
"A S V INC","ASVI","0000926763"
"A SCHULMAN","SHLM","0000087565"
"AAIPHARMA","AAII","1013243"
"AAON","AAON","0000824142"
"AASTROM BIOSCIEN","ASTM","0000887359"
"ABATIX","ABIX","0000845779"
"ABAXIS","ABAX","0000881890"
"ABC BANCORP","ABCB","0000351569"
"ABER DIAMOND","ABER","0000841071"
"ABGENIX","ABGX","0001052837"
"ABIGAIL ADAMS","AANB","0000356809"
"ABINGTON BANCRP","ABBK","812146"
"ABIOMED","ABMD","0000815094"
"ABLE ENERGY","ABLE","0001065728"
"ABLE LABS","ABRX","857171"
"ABLEMARLE FST BK","AFBK","NULL"
"ABRAMS INDS","ABRI","1923"
"AC MOORE ARTS","ACMR","0001042809"
"ACAMBIS ADR","ACAM","0001073965"
"ACCESS ANYTIME","AABC","0001024015"
"ACCESSITY CORP","ACTY","778164"
"ACCLAIM ENTMT","AKLM","804888"
"ACCREDO HEALTH","ACDO","0001068887"
"ACE CASH EXPRESS","AACE","0000849116"
"ACE COMM","ACEC","0001017526"
"ACETO","ACET","0000002034"
"ACLARA BIO","ACLA","1067588"
"ACMAT STK A","ACMTA","2062"
"ACME COMMS","ACME","0001092013"
"ACORN HOLDING","AVCC","737243"
"ACORN PRODUCTS","ACRN","1036713"
"ACRES GAMING","AGAM","912601"
"ACS TECH","ACSEF","0001038144"
"ACT TELECONFEREN","ACTT","0000918709"
"ACTEL","ACTL","0000907687"
"ACTERNA","ACTR","30841"
"ACTION PRODUCTS","APII","0000747435"
"ACTIVCARD ADS","ACTI","0001183941"
"ACTIVE IQ TECH","AIQT","912875"
"ACTIVE POWER","ACPW","0001044435"
"ACTIVISION","ATVI","0000718877"
"ACTUATE","ACTU","0001062478"
"ACTV","IATV","854152"
"ACXIOM","ACXM","0000733269"
"ADAM","ADAM","0000863650"
"ADAMS GOLF","ADGO","0001059763"
"ADAPTEC","ADPT","0000709804"
"ADC TELECOM","ADCT","0000061478"
"ADE","ADEX","0000884498"
"ADEPT TECHNOL","ADTK","865415"
"ADMIRALTY BANCP STK B","AAAB","1066808"
"ADOBE SYS","ADBE","0000796343"
"ADOLOR","ADLR","0001076167"
"ADSTAR INC","ADST","0001091599"
"ADTRAN","ADTN","0000926282"
"ADV ENVIRO RECYC CL A","AERTA","0000849706"
"ADV FIBRE COMM","AFCI","1030802"
"ADV NEUROMODULAT","ANSI","0000203077"
"ADV NUTRACEUTCLS","ANII","913614"
"ADV POWER TECH","APTI","0001114973"
"ADVAN DIGITAL","ADIC","0000770403"
"ADVAN FINANCE","AFBC","1023398"
"ADVANCED ENERGY","AEIS","0000927003"
"ADVANCEPCS","ADVP","1012956"
"ADVANTA STK A","ADVNA","0000096638"
"ADVANTA STK B","ADVNB","0000096638"
"ADVENT SOFTWARE","ADVS","0001002225"
"ADVISORY BOARD","ABCO","0001157377"
"AEHR TEST SYS","AEHR","0001040470"
"AEP INDUSTRIES","AEPI","0000785787"
"AERO SYS ENG","AERS","0000002589"
"AEROFLEX","ARXX","0000002601"
"AEROGEN","AEGN","0001039160"
"AESP","AESP","0001026744"
"AETERNA LABS","AELA","1055368"
"AETHER SYSTEMS","AETH","0001093434"
"AETRIUM","ATRM","0000908598"
"AFC ENTERPRISES","AFCE","0001041379"
"AFFYMETRIX","AFFX","0000913077"
"AFTERMARKT TECH","ATAC","0000933405"
"AGILE SOFTWARE","AGIL","0001088653"
"AHL SERVICES","AHLS","1030740"
"AIR METHODS","AIRM","0000816159"
"AIR T","AIRT","0000353184"
"AIRGATE PCS","PCSA","1086844"
"AIRNET COMMS","ANCC","944163"
"AIRSPAN NETWORKS","AIRN","0001105542"
"AKAMAI TECH","AKAM","0001086222"
"AKSYS","AKSY","0000902600"
"AKZO NOBEL ADR","AKZOY","0000003124"
"ALABAMA NATL","ALAB","0000926966"
"ALADDIN KNOWL","ALDN","0000911364"
"ALANCO TECH","ALAN","0000098618"
"ALASKA COMMS","ALSK","0001089511"
"ALBANY MOLECULAR","AMRI","0001065087"
"ALCATEL ADR","ALAO","1281540"
"ALCIDE","ALCD","708484"
"ALDERWOODS GRP","AWGI","0000927914"
"ALDILA","ALDA","0000902272"
"ALEX & BALDWIN","ALEX","0000003453"
"ALEXION PHARM","ALXN","0000899866"
"ALFA","ALFA","0000743532"
"ALICO","ALCO","0000003545"
"ALIGN TECHNOLOGY","ALGN","0001097149"
"ALKERMES","ALKS","0000874663"
"ALL AMER SEMI","SEMI","0000818074"
"ALLEGIANCE TELE","ALGX","1058703"
"ALLEGIANT BANC","ALLE","703970"
"ALLEN ORGAN STK B","AORGB","0000003753"
"ALLIANCE ATLANT STK B","AACB","0001005887"
"ALLIANCE BANKSH","ABVA","0001181001"
"ALLIANCE FIBER","AFOP","0001122342"
"ALLIANCE FINL","ALNC","0000796317"
"ALLIANCE GAMING","AGI","2491"
"ALLIANCE RSC","ARLP","0001086600"
"ALLIANCE SEMICON","ALSC","0000913293"
"ALLIED HLTHCARE","AHPI","0000874710"
"ALLIED MOTION","AMOT","0000046129"
"ALLOS THERAPEUTC","ALTH","0001097264"
"ALLOY","ALOY","0001080359"
"ALLSCRIPTS","MDRX","0001124804"
"ALMOST FAMILY","AFAM","0000799231"
"ALPHA HOSPITAL","ALHY","906780"
"ALPHA TECH GRP","ATGI","0000710807"
"ALPHANET SOLUT","ALPH","1002132"
"ALPHASTAR INS","ASIG","1027228"
"ALTAIR NANOTECH","ALTI","0001016546"
"ALTERA","ALTR","0000768251"
"ALTIGEN COMM","ATGN","0001003607"
"ALTIRIS","ATRS","0001139650"
"ALTO PALERMO ADR","APSA","0001128173"
"ALVARION","ALVR","0001108332"
"AM CMNTY BNCSHS","ACBA","0001106980"
"AM MEDICAL SYS","AMMD","0001114200"
"AM ONLINE LATIN","AOLAC","1100395"
"AM PHARMA PTNRS","APPX","1141399"
"AM PHYSICIANS","ACAP","0001118148"
"AM RIVER HLDG","AMRB","0001108236"
"AMARIN ADR","AMRN","0001120246"
"AMAZON COM","AMZN","0001018724"
"AMB FINL","AMFC","0000915393"
"AMBASSADORS GRP","EPAX","0001162315"
"AMBASSADORS INTL","AMIE","0000946842"
"AMCOR ADR","AMCR","0000869428"
"AMCORE FINANCIAL","AMFI","0000714756"
"AMEDISYS","AMED","0000896262"
"AMEN PROPERTIES","AMENC","1037599"
"AMER ACCESS TECH","AATK","0001043186"
"AMER BIO MEDICA","ABMC","0000896747"
"AMER BUSINESS","ABFI","772349"
"AMER CAP STRAT","ACAS","0000817473"
"AMER CARMRT","CRMT","0000799850"
"AMER CLAIMS","AMCE","0000774517"
"AMER EAGLE OUTF","AEOS","919012"
"AMER ECOLOGY","ECOL","0000742126"
"AMER FST APARTM","APRO","0001175167"
"AMER HLTHWAYS","AMHC","704415"
"AMER HOME MTG","AHMH","1089504"
"AMER INDEPND CP","AMIC","0000097196"
"AMER LOCKER","ALGI","0000008855"
"AMER MED TECH","ADLI","0000874388"
"AMER MEDICAL","AMAC","0000700721"
"AMER MGMT","AMSY","1318060"
"AMER NAT INS","ANAT","0000904163"
"AMER NATL BKSHR","AMNB","0000741516"
"AMER PACIFIC","APFC","0000350832"
"AMER PACIFIC BK STK B","AMPB","0000810038"
"AMER PHYSICIANS","AMPH","0000724024"
"AMER PWR CONVERS","APCC","0000835910"
"AMER SERVICE","ASGR","0000877476"
"AMER SOFTWARE STK A","AMSWA","0000713425"
"AMER SUPERCOND","AMSC","0000880807"
"AMER TECH","ATCO","0000886627"
"AMER VANTAGE","AVCS","0000315428"
"AMER WOODMARK","AMWD","0000794619"
"AMERCO","UHAL","0000004457"
"AMERIANA","ASBI","0000855574"
"AMERICA MOVIL ADR","AMOV","0001129137"
"AMERICAN BANK","AMBK","0001163747"
"AMERICAN DENTAL","ADPI","0001028087"
"AMERICAN FIN","AMFH","793807"
"AMERICANWEST","AWBC","0000726990"
"AMERIGON","ARGN","0000903129"
"AMERIPATH","PATH","1027532"
"AMERISERV FINL","ASRV","0000707605"
"AMERISTAR CASINO","ASCA","0000912145"
"AMERITRADE","AMTD","0001173431"
"AMERITRANS CAP","AMTC","0001064015"
"AMGEN","AMGN","0000318154"
"AMISTAR","AMTA","0000741559"
"AMKOR TECHNOLOGY","AMKR","0001047127"
"AMPAL AM ISRAEL","AMPL","0000731859"
"AMSURG CORP","AMSG","0000895930"
"AMTECH SYSTEMS","ASYS","0000720500"
"AMX","AMXC","944248"
"AMYLIN","AMLN","0000881464"
"ANADIGICS","ANAD","0000940332"
"ANALOGIC","ALOG","0000006284"
"ANALYSTS INTL","ANLY","0000006292"
"ANALYTICAL SUR","ANLT","0000753048"
"ANAREN","ANEN","0000006314"
"ANCHOR BANCORP","ABCW","0000885322"
"ANDERSEN GROUP","ANDR","0000006494"
"ANDERSONS","ANDE","0000821026"
"ANDREW","ANDW","0000317093"
"ANDRX","ADRX","0001123337"
"ANFI","ANFI","1068843"
"ANGEION","ANGN","0000815093"
"ANGIOTECH PHARM","ANPI","0001096481"
"ANGLO AMERICAN ADR","AAUK","1088370"
"ANIKA THERAPEUT","ANIK","0000898437"
"ANNAPOLIS BANCP","ANNB","0001041429"
"ANSELL ADR","ANSL","1268536"
"ANSOFT","ANST","0000849433"
"ANSWERTHINK","ANSR","0001057379"
"ANSYS","ANSS","0001013462"
"ANTARES PHARMA","ANTR","1016169"
"ANTENNA TV ADR","ANTV","1047714"
"ANTHONY & SYLVAN","SWIM","0001145124"
"ANTIGENICS","AGEN","0001098972"
"AP PHARMA INC","APPA","0000818033"
"APA OPTICS","APAT","796505"
"APAC CUST SVC","APAC","0000949297"
"APCO ARGENTINA STK F","APAGF","311471"
"APHTON","APHT","840319"
"APOGEE ENTER","APOG","0000006845"
"APOGEE TECH","APGT","823876"
"APOLLO GROUP","APOL","0000929887"
"APPL INOVATION","AINN","0000798399"
"APPL MOLECULAR","AMEV","1111312"
"APPLD MICRO CIRC","AMCC","0000711065"
"APPLE COMPUTER","AAPL","0000320193"
"APPLEBEES INTL","APPB","0000853665"
"APPLIED DIGITAL","ADSX","0000924642"
"APPLIED EXTRU","AETC","874389"
"APPLIED FILMS","AFCO","0001040660"
"APPLIED IMAGING","AICX","816066"
"APPLIED MATERIAL","AMAT","0000006951"
"APPLIED SIGNAL","APSG","0000741696"
"APPLIX","APLX","932112"
"APROPOS TECH","APRS","0001098803"
"APTIMUS","APTM","0001087277"
"ARADIGM","ARDM","0001013238"
"ARCADIS","ARCAF","0000913596"
"ARCH CAPITAL GP","ACGL","0000947484"
"ARCTIC CAT","ACAT","0000719866"
"ARDEN GROUP STK A","ARDNA","0000225051"
"AREL COMM","ARLC","0000920214"
"ARENA PHARMACTCL","ARNA","0001080709"
"ARGONAUT GROUP","AGII","0000800082"
"ARGONAUT TECH","AGNT","0001112880"
"ARIAD PHARM","ARIA","0000884731"
"ARIBA INC","ARBAE","1084755"
"ARISTOTLE","ARTL","0000790071"
"ARK RESTAURANTS","ARKR","0000779544"
"ARKANSAS BEST","ABFS","0000894405"
"ARLINGTN HOSPIT","HOST","0000778423"
"ARM HLDGS ADR","ARMHY","0001057997"
"ARMANINO FOODS","ARMF","814339"
"ARQULE","ARQL","0001019695"
"ARRAY BIOPHARMA","ARRY","0001100412"
"ARRIS GROUP","ARRS","0001141107"
"ARROW FINANCIAL","AROW","0000717538"
"ARROW INTL","ARRO","0000886046"
"ARROW MAGNOLIA","ARWM","61494"
"ART TECH GROUP","ARTG","0001086195"
"ARTESIAN RSC STK A","ARTNA","0000863110"
"ARTESYN TECH","ATSN","0000023071"
"ARTHROCARE","ARTC","0001005010"
"ARTISAN CMPNTS","ARTI","1048982"
"ARTISOFT","ASFT","877931"
"ARTISTDIRECT","ARTD","0001095079"
"ARTS WAY MFG","ARTW","0000007623"
